,subject,score,display,question,dimension,question_number,qdirection,item
7743,sub026,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
7755,sub026,2.0,understanding,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
7777,sub027,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
7783,sub027,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
7789,sub027,2.0,understanding,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
7801,sub027,2.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
7807,sub027,2.0,understanding,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
7813,sub027,2.0,understanding,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
7825,sub027,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
7837,sub027,2.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
7843,sub027,2.0,understanding,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
7849,sub027,2.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
7855,sub027,2.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
7861,sub027,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
7867,sub027,2.0,understanding,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
7873,sub027,2.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
7879,sub027,2.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
7885,sub027,2.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
7891,sub027,2.0,understanding,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
7897,sub027,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
7903,sub027,2.0,understanding,# I use a password manager.,blocking,q07,forward,blocking_q07
7909,sub027,2.0,understanding,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
7915,sub027,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
7921,sub027,2.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
7927,sub027,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
7939,sub027,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
7945,sub027,2.0,understanding,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
7951,sub027,2.0,understanding,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
7957,sub027,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
7963,sub027,2.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
7969,sub027,2.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
7975,sub027,2.0,understanding,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
7981,sub027,2.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
7987,sub027,2.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
7993,sub027,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
7999,sub027,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
8005,sub027,2.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
8011,sub027,2.0,understanding,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
8017,sub027,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
8023,sub027,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
8029,sub027,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
8035,sub027,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
8041,sub027,2.0,understanding,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
8047,sub027,2.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
8053,sub027,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
8059,sub027,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
8069,sub028,2.0,understanding,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
8075,sub028,2.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
8081,sub028,2.0,understanding,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
8093,sub028,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
8099,sub028,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
8105,sub028,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
8111,sub028,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
8117,sub028,2.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
8123,sub028,2.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
8129,sub028,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
8135,sub028,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
8141,sub028,2.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
8147,sub028,2.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
8153,sub028,2.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
8165,sub028,2.0,understanding,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
8171,sub028,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
8177,sub028,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
8183,sub028,2.0,understanding,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
8189,sub028,2.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
8195,sub028,2.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
8201,sub028,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
8207,sub028,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
8213,sub028,2.0,understanding,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
8225,sub028,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
8231,sub028,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
8237,sub028,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
8249,sub028,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
8255,sub028,2.0,understanding,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
8261,sub028,2.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
8267,sub028,2.0,understanding,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
8273,sub028,2.0,understanding,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
8279,sub028,2.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
8285,sub028,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
8291,sub028,2.0,understanding,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
8297,sub028,2.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
8303,sub028,2.0,understanding,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
8309,sub028,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
8321,sub028,1.0,understanding,# I use a password manager.,blocking,q07,forward,blocking_q07
8327,sub028,2.0,understanding,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
8333,sub028,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
8339,sub028,2.0,understanding,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
8345,sub028,1.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
8351,sub028,2.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
8357,sub028,2.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
8373,sub029,2.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
8379,sub029,2.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
8385,sub029,2.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
8391,sub029,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
8397,sub029,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
8403,sub029,2.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
8409,sub029,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
8415,sub029,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
8421,sub029,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
8427,sub029,2.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
8433,sub029,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
8439,sub029,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
8445,sub029,2.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
8451,sub029,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
